,Model,Family,Instruct,date,#Params (B),Pretraining Data Size (T),FLOPs (1E21),IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,bbh_boolean_expressions,bbh_causal_judgement,bbh_date_understanding,bbh_disambiguation_qa,bbh_formal_fallacies,bbh_geometric_shapes,bbh_hyperbaton,bbh_logical_deduction_five_objects,bbh_logical_deduction_seven_objects,bbh_logical_deduction_three_objects,bbh_movie_recommendation,bbh_navigate,bbh_object_counting,bbh_penguins_in_a_table,bbh_reasoning_about_colored_objects,bbh_ruin_names,bbh_salient_translation_error_detection,bbh_snarks,bbh_sports_understanding,bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,bbh_web_of_lies,gpqa_diamond,gpqa_extended,gpqa_main,math_algebra_hard,math_counting_and_prob_hard,math_geometry_hard,math_intermediate_algebra_hard,math_num_theory_hard,math_prealgebra_hard,math_precalculus_hard,musr_murder_mysteries,musr_object_placements,musr_team_allocation,XWinograd,Arena-Elo,MTBench,hendrycksTest-abstract_algebra,hendrycksTest-anatomy,hendrycksTest-astronomy,hendrycksTest-business_ethics,hendrycksTest-clinical_knowledge,hendrycksTest-college_biology,hendrycksTest-college_chemistry,hendrycksTest-college_computer_science,hendrycksTest-college_mathematics,hendrycksTest-college_medicine,hendrycksTest-college_physics,hendrycksTest-computer_security,hendrycksTest-conceptual_physics,hendrycksTest-econometrics,hendrycksTest-electrical_engineering,hendrycksTest-elementary_mathematics,hendrycksTest-formal_logic,hendrycksTest-global_facts,hendrycksTest-high_school_biology,hendrycksTest-high_school_chemistry,hendrycksTest-high_school_computer_science,hendrycksTest-high_school_european_history,hendrycksTest-high_school_geography,hendrycksTest-high_school_government_and_politics,hendrycksTest-high_school_macroeconomics,hendrycksTest-high_school_mathematics,hendrycksTest-high_school_microeconomics,hendrycksTest-high_school_physics,hendrycksTest-high_school_psychology,hendrycksTest-high_school_statistics,hendrycksTest-high_school_us_history,hendrycksTest-high_school_world_history,hendrycksTest-human_aging,hendrycksTest-human_sexuality,hendrycksTest-international_law,hendrycksTest-jurisprudence,hendrycksTest-logical_fallacies,hendrycksTest-machine_learning,hendrycksTest-management,hendrycksTest-marketing,hendrycksTest-medical_genetics,hendrycksTest-miscellaneous,hendrycksTest-moral_disputes,hendrycksTest-moral_scenarios,hendrycksTest-nutrition,hendrycksTest-philosophy,hendrycksTest-prehistory,hendrycksTest-professional_accounting,hendrycksTest-professional_law,hendrycksTest-professional_medicine,hendrycksTest-professional_psychology,hendrycksTest-public_relations,hendrycksTest-security_studies,hendrycksTest-sociology,hendrycksTest-us_foreign_policy,hendrycksTest-virology,hendrycksTest-world_religions,MMLU,ARC,HellaSwag,Winogrande,TruthfulQA,GSM8K,HumanEval,Family2
116,qwen1.5-1.8b-chat,qwen1.5,True,2024-03-04,1.8,2.4,25.92,0.2,0.33,0.0,0.3,0.43,0.18,0.46,0.5133689839572193,0.356,0.328,0.468,0.136,0.516,0.224,0.14,0.36,0.516,0.42,0.316,0.2808219178082192,0.212,0.18,0.144,0.5,0.476,0.152,0.128,0.152,0.348,0.488,0.2828282828282828,0.2802197802197802,0.3258928571428571,0.006514657980456,0.024390243902439,0.0,0.0,0.0,0.0,0.0074074074074074,0.492,0.25390625,0.532,,,,0.32,0.3777777777777777,0.5197368421052632,0.49,0.4981132075471698,0.4444444444444444,0.22,0.48,0.42,0.4219653179190751,0.284313725490196,0.61,0.3914893617021276,0.2807017543859649,0.4206896551724138,0.3597883597883597,0.246031746031746,0.33,0.5161290322580645,0.3201970443349753,0.46,0.6181818181818182,0.5909090909090909,0.5699481865284974,0.3641025641025641,0.3111111111111111,0.4621848739495798,0.2913907284768212,0.581651376146789,0.3379629629629629,0.4852941176470588,0.6371308016877637,0.515695067264574,0.4885496183206106,0.628099173553719,0.5277777777777778,0.4417177914110429,0.3571428571428571,0.6407766990291263,0.7435897435897436,0.45,0.5849297573435505,0.5346820809248555,0.235754189944134,0.5392156862745098,0.4790996784565916,0.4753086419753086,0.3333333333333333,0.3722294654498044,0.4154411764705882,0.4133986928104575,0.5818181818181818,0.4326530612244898,0.6019900497512438,0.7,0.4397590361445783,0.5497076023391813,0.4587,0.3874,0.6002000000000001,0.5967,0.40619999999999995,0.19030000000000002,,qwen1.5-chat
117,qwen1.5-110b,qwen1.5,False,2024-04-29,110.0,,,0.34,0.61,0.23,0.35,0.44,0.54,0.888,0.6096256684491979,0.656,0.768,0.576,0.372,0.576,0.532,0.532,0.756,0.88,0.664,0.472,0.6027397260273972,0.668,0.852,0.568,0.8595505617977528,0.8,0.876,0.22,0.156,0.268,0.488,0.3535353535353535,0.3424908424908425,0.3638392857142857,0.4169381107491857,0.1869918699186991,0.0833333333333333,0.0607142857142857,0.2597402597402597,0.4041450777202072,0.0592592592592592,0.552,0.39453125,0.376,,,,0.59,0.7333333333333333,0.9144736842105264,0.82,0.8226415094339623,0.9236111111111112,0.57,0.69,0.59,0.7456647398843931,0.5294117647058824,0.83,0.8127659574468085,0.6754385964912281,0.7724137931034483,0.8148148148148148,0.6190476190476191,0.61,0.9193548387096774,0.7241379310344828,0.88,0.8909090909090909,0.9242424242424242,0.9844559585492229,0.8358974358974359,0.5888888888888889,0.8907563025210085,0.5827814569536424,0.9394495412844036,0.75,0.946078431372549,0.9240506329113924,0.8385650224215246,0.8549618320610687,0.9008264462809916,0.8611111111111112,0.8957055214723927,0.6517857142857143,0.8932038834951457,0.9487179487179488,0.85,0.9450830140485312,0.846820809248555,0.8100558659217877,0.8954248366013072,0.8520900321543409,0.8919753086419753,0.6702127659574468,0.6473272490221643,0.8860294117647058,0.8431372549019608,0.7272727272727273,0.8448979591836735,0.9303482587064676,0.95,0.5542168674698795,0.8771929824561403,0.802,0.6997,0.8748,0.8414,0.4966,0.8105,,qwen1.5
118,qwen1.5-110b-chat,qwen1.5,True,2024-04-29,110.0,,,0.59,0.62,0.0,0.34,0.45,0.48,0.856,0.6042780748663101,0.652,0.724,0.62,0.512,0.724,0.56,0.496,0.808,0.856,0.504,0.492,0.6164383561643836,0.728,0.864,0.56,0.8764044943820225,0.836,0.644,0.22,0.2,0.352,0.536,0.3282828282828283,0.3406593406593406,0.3482142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,0.3125,0.48,,,,0.56,0.6518518518518519,0.9078947368421052,0.81,0.7811320754716982,0.8888888888888888,0.6,0.69,0.52,0.7572254335260116,0.5098039215686274,0.81,0.851063829787234,0.6403508771929824,0.7724137931034483,0.7645502645502645,0.6349206349206349,0.62,0.9,0.6945812807881774,0.83,0.8909090909090909,0.914141414141414,0.9740932642487048,0.7948717948717948,0.4777777777777778,0.8697478991596639,0.6291390728476821,0.926605504587156,0.7037037037037037,0.9166666666666666,0.9113924050632912,0.8161434977578476,0.8702290076335878,0.8842975206611571,0.8148148148148148,0.8711656441717791,0.7053571428571429,0.8737864077669902,0.9316239316239316,0.84,0.9386973180076628,0.8034682080924855,0.7731843575418994,0.8300653594771242,0.8070739549839229,0.8950617283950617,0.6702127659574468,0.621903520208605,0.8566176470588235,0.8169934640522876,0.7545454545454545,0.7591836734693878,0.8805970149253731,0.88,0.5240963855421686,0.8596491228070176,0.7804000000000001,0.7201000000000001,0.8467,0.7735,0.6586,0.301,,qwen1.5-chat
119,qwen1.5-14b,qwen1.5,False,2024-02-29,14.0,4.0,336.0,0.29,0.51,0.16,0.29,0.42,0.36,0.824,0.6363636363636364,0.532,0.516,0.528,0.3,0.72,0.464,0.464,0.712,0.716,0.488,0.376,0.5068493150684932,0.476,0.588,0.5,0.7415730337078652,0.616,0.344,0.184,0.136,0.32,0.504,0.2929292929292929,0.2912087912087912,0.2991071428571428,0.1889250814332247,0.1951219512195122,0.0757575757575757,0.1678571428571428,0.1038961038961039,0.233160621761658,0.1333333333333333,0.528,0.3359375,0.392,0.7775024679800839,,,0.39,0.6296296296296297,0.7368421052631579,0.76,0.7433962264150943,0.7638888888888888,0.48,0.58,0.46,0.6936416184971098,0.4901960784313725,0.8,0.7063829787234043,0.5526315789473685,0.7310344827586207,0.58994708994709,0.5555555555555556,0.53,0.8451612903225807,0.5960591133004927,0.75,0.8424242424242424,0.8686868686868687,0.9015544041450776,0.735897435897436,0.4333333333333333,0.7647058823529411,0.4966887417218543,0.8660550458715597,0.6342592592592593,0.8137254901960784,0.8312236286919831,0.7309417040358744,0.7633587786259542,0.8429752066115702,0.75,0.7607361963190185,0.5267857142857143,0.8252427184466019,0.8717948717948718,0.79,0.8403575989782887,0.7485549132947977,0.4491620111731844,0.7516339869281046,0.7170418006430869,0.7129629629629629,0.5141843971631206,0.483702737940026,0.7169117647058824,0.6993464052287581,0.6454545454545455,0.8122448979591836,0.8407960199004975,0.88,0.4578313253012048,0.8304093567251462,0.6936026470831474,0.5656996587030717,0.810794662417845,0.7348066298342542,0.5206092394796343,0.6762699014404853,0.3963414634146341,qwen1.5
120,qwen1.5-14b-chat,qwen1.5,True,2024-03-01,14.0,4.0,336.0,0.48,0.52,0.0,0.27,0.44,0.36,0.788,0.5989304812834224,0.48,0.624,0.556,0.308,0.676,0.412,0.392,0.62,0.752,0.64,0.416,0.5753424657534246,0.564,0.576,0.516,0.7303370786516854,0.732,0.516,0.156,0.14,0.268,0.512,0.2828282828282828,0.2564102564102564,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.3359375,0.44,,,,0.43,0.6666666666666666,0.7368421052631579,0.73,0.7094339622641509,0.75,0.49,0.6,0.39,0.6763005780346821,0.5098039215686274,0.82,0.6723404255319149,0.543859649122807,0.6758620689655173,0.5634920634920635,0.5634920634920635,0.51,0.8548387096774194,0.5862068965517241,0.75,0.8363636363636363,0.8585858585858586,0.8911917098445595,0.7128205128205128,0.4444444444444444,0.773109243697479,0.4437086092715231,0.8550458715596331,0.5972222222222222,0.8186274509803921,0.8270042194092827,0.7040358744394619,0.7175572519083969,0.8016528925619835,0.75,0.7730061349693251,0.4464285714285714,0.8446601941747572,0.8717948717948718,0.79,0.8339719029374202,0.7630057803468208,0.511731843575419,0.7156862745098039,0.7331189710610932,0.7283950617283951,0.4893617021276595,0.4869621903520209,0.7058823529411765,0.6781045751633987,0.6818181818181818,0.7836734693877551,0.8109452736318408,0.86,0.4939759036144578,0.8245614035087719,0.6857,0.5870000000000001,0.8227,0.7309,0.6036,0.3063,,qwen1.5-chat
121,qwen1.5-32b,qwen1.5,False,2024-05-23,32.0,4.0,768.0,0.33,0.57,0.27,0.33,0.43,0.45,0.82,0.6417112299465241,0.632,0.724,0.56,0.4,0.716,0.512,0.488,0.672,0.824,0.56,0.424,0.547945205479452,0.596,0.792,0.496,0.7752808988764045,0.788,0.636,0.184,0.124,0.312,0.492,0.3434343434343434,0.3278388278388278,0.3258928571428571,0.3094462540716612,0.2601626016260163,0.1136363636363636,0.2964285714285714,0.1493506493506493,0.3782383419689119,0.237037037037037,0.552,0.359375,0.372,0.7911760589289628,,,0.43,0.6296296296296297,0.8486842105263158,0.78,0.7886792452830189,0.8680555555555556,0.53,0.6,0.5,0.7514450867052023,0.5098039215686274,0.76,0.7659574468085106,0.5614035087719298,0.7379310344827587,0.6957671957671958,0.5396825396825397,0.47,0.8838709677419355,0.6305418719211823,0.86,0.8545454545454545,0.9191919191919192,0.9637305699481864,0.7948717948717948,0.4814814814814814,0.8403361344537815,0.4966887417218543,0.9119266055045872,0.7037037037037037,0.8872549019607843,0.8734177215189873,0.7757847533632287,0.8473282442748091,0.8925619834710744,0.8333333333333334,0.8159509202453987,0.5892857142857143,0.8737864077669902,0.9487179487179488,0.84,0.8876117496807152,0.7890173410404624,0.4748603351955307,0.8006535947712419,0.8392282958199357,0.8209876543209876,0.5886524822695035,0.5808344198174706,0.8125,0.7565359477124183,0.6636363636363637,0.8204081632653061,0.8855721393034826,0.92,0.5783132530120482,0.8538011695906432,0.7429961283965313,0.6356655290102389,0.8500298745269866,0.8145224940805051,0.5739444338569583,0.6110689916603488,0.4207317073170731,qwen1.5
122,qwen1.5-32b-chat,qwen1.5,True,2024-04-05,32.0,4.0,768.0,0.55,0.61,0.07,0.31,0.42,0.45,0.824,0.6363636363636364,0.628,0.704,0.592,0.332,0.82,0.556,0.464,0.792,0.76,0.684,0.38,0.6095890410958904,0.624,0.852,0.588,0.8146067415730337,0.768,0.824,0.2,0.16,0.324,0.624,0.2575757575757575,0.3296703296703296,0.2991071428571428,0.1237785016286645,0.08130081300813,0.0303030303030303,0.0107142857142857,0.0519480519480519,0.1191709844559585,0.0148148148148148,0.536,0.3359375,0.376,,,,0.44,0.6888888888888889,0.8355263157894737,0.81,0.7660377358490567,0.8680555555555556,0.51,0.59,0.45,0.7630057803468208,0.5392156862745098,0.81,0.7914893617021277,0.5526315789473685,0.7448275862068966,0.6878306878306878,0.5714285714285714,0.44,0.8870967741935484,0.5911330049261084,0.85,0.8727272727272727,0.9090909090909092,0.9481865284974094,0.8,0.4777777777777778,0.819327731092437,0.6158940397350994,0.9137614678899084,0.6898148148148148,0.8921568627450981,0.9029535864978904,0.757847533632287,0.8244274809160306,0.8677685950413223,0.8148148148148148,0.8711656441717791,0.5982142857142857,0.8349514563106796,0.9487179487179488,0.82,0.8914431673052363,0.7890173410404624,0.7284916201117319,0.7810457516339869,0.8360128617363344,0.8240740740740741,0.599290780141844,0.5853976531942634,0.7904411764705882,0.7777777777777778,0.7181818181818181,0.8122448979591836,0.8507462686567164,0.94,0.5662650602409639,0.8888888888888888,0.7498999999999999,0.6604000000000001,0.8549,0.7719,0.6695,0.0705,,qwen1.5-chat
123,qwen1.5-4b,qwen1.5,False,2024-02-18,4.0,2.4,57.599999999999994,0.24,0.41,0.02,0.28,0.36,0.25,0.716,0.5187165775401069,0.408,0.344,0.476,0.26,0.712,0.352,0.276,0.496,0.568,0.492,0.328,0.3561643835616438,0.344,0.332,0.196,0.5224719101123596,0.668,0.208,0.168,0.148,0.324,0.516,0.2272727272727272,0.2967032967032967,0.2745535714285714,0.0488599348534201,0.0,0.0,0.0178571428571428,0.0129870129870129,0.0362694300518134,0.0222222222222222,0.524,0.27734375,0.28,0.6887854394246548,,,0.35,0.5111111111111111,0.6052631578947368,0.63,0.5924528301886792,0.4930555555555556,0.44,0.4,0.4,0.5317919075144508,0.284313725490196,0.67,0.4723404255319149,0.3771929824561403,0.5448275862068965,0.4708994708994709,0.3492063492063492,0.35,0.6548387096774193,0.4679802955665024,0.61,0.7333333333333333,0.7676767676767676,0.7772020725388601,0.5435897435897435,0.3777777777777777,0.5378151260504201,0.3311258278145695,0.7119266055045872,0.4444444444444444,0.7205882352941176,0.7088607594936709,0.6412556053811659,0.648854961832061,0.7107438016528925,0.6944444444444444,0.6503067484662577,0.4464285714285714,0.7572815533980582,0.8247863247863247,0.63,0.735632183908046,0.6791907514450867,0.2402234636871508,0.6339869281045751,0.6205787781350482,0.5895061728395061,0.4397163120567376,0.4185136897001303,0.4889705882352941,0.5555555555555556,0.6454545454545455,0.6612244897959184,0.736318407960199,0.78,0.4397590361445783,0.6900584795321637,0.5652351963993337,0.4846416382252559,0.7157936666002789,0.6621941594317285,0.4727318979180884,0.5223654283548143,0.2621951219512195,qwen1.5
124,qwen1.5-4b-chat,qwen1.5,True,2024-02-12,4.0,2.4,57.599999999999994,0.32,0.4,0.01,0.27,0.4,0.24,0.48,0.5187165775401069,0.452,0.62,0.496,0.392,0.752,0.312,0.336,0.48,0.472,0.42,0.4,0.3767123287671233,0.388,0.24,0.256,0.5898876404494382,0.484,0.112,0.164,0.096,0.288,0.488,0.2525252525252525,0.2600732600732601,0.28125,0.019543973941368,0.0,0.0075757575757575,0.0071428571428571,0.0064935064935064,0.0103626943005181,0.0074074074074074,0.5,0.27734375,0.416,,,,0.37,0.437037037037037,0.5986842105263158,0.64,0.5962264150943396,0.5138888888888888,0.47,0.47,0.32,0.5433526011560693,0.3431372549019608,0.72,0.4468085106382978,0.3596491228070175,0.5517241379310345,0.4312169312169312,0.3253968253968254,0.35,0.6612903225806451,0.438423645320197,0.6,0.6666666666666666,0.7575757575757576,0.7668393782383419,0.5256410256410257,0.3666666666666666,0.5252100840336135,0.3509933774834437,0.708256880733945,0.4629629629629629,0.6911764705882353,0.7130801687763713,0.5650224215246636,0.5801526717557252,0.7272727272727273,0.7037037037037037,0.6257668711656442,0.4107142857142857,0.6796116504854369,0.8376068376068376,0.58,0.7100893997445722,0.6647398843930635,0.2603351955307262,0.6045751633986928,0.5819935691318328,0.5617283950617284,0.4326241134751773,0.408083441981747,0.4816176470588235,0.5375816993464052,0.6272727272727273,0.6938775510204082,0.7114427860696517,0.81,0.4759036144578313,0.672514619883041,0.5555,0.4326,0.6973,0.6496,0.44789999999999996,0.024300000000000002,,qwen1.5-chat
125,qwen1.5-72b,qwen1.5,False,,72.0,3.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8257680945615247,,,0.43,0.7185185185185186,0.8881578947368421,0.8,0.8226415094339623,0.9027777777777778,0.52,0.64,0.54,0.7630057803468208,0.5490196078431373,0.84,0.8085106382978723,0.5877192982456141,0.7862068965517242,0.6984126984126984,0.5793650793650794,0.51,0.8838709677419355,0.6600985221674877,0.84,0.8545454545454545,0.9292929292929292,0.9896373056994818,0.8153846153846154,0.4925925925925926,0.8361344537815126,0.5761589403973509,0.9302752293577982,0.6851851851851852,0.931372549019608,0.9029535864978904,0.7937219730941704,0.8778625954198473,0.9090909090909092,0.8518518518518519,0.8711656441717791,0.6517857142857143,0.8737864077669902,0.9401709401709402,0.85,0.9157088122605364,0.8352601156069365,0.6346368715083799,0.8594771241830066,0.8392282958199357,0.8641975308641975,0.6276595744680851,0.6121251629726207,0.8198529411764706,0.8137254901960784,0.7363636363636363,0.8285714285714286,0.8855721393034826,0.94,0.572289156626506,0.8888888888888888,0.7720145830851977,0.658703071672355,0.8598884684325832,0.8303078137332282,0.596080564321232,0.6573161485974223,0.4512195121951219,qwen1.5
126,qwen1.5-72b-chat,qwen1.5,True,,72.0,3.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.7333333333333333,0.875,0.77,0.8113207547169812,0.9097222222222222,0.6,0.69,0.52,0.7456647398843931,0.5882352941176471,0.83,0.7957446808510639,0.5701754385964912,0.8,0.716931216931217,0.5873015873015873,0.54,0.9,0.6798029556650246,0.79,0.8606060606060606,0.9242424242424242,0.9844559585492229,0.8205128205128205,0.5259259259259259,0.865546218487395,0.5298013245033113,0.9247706422018348,0.6990740740740741,0.9117647058823528,0.8987341772151899,0.8071748878923767,0.8625954198473282,0.8512396694214877,0.8333333333333334,0.8711656441717791,0.5803571428571429,0.8737864077669902,0.9401709401709402,0.84,0.913154533844189,0.8410404624277457,0.729608938547486,0.8333333333333334,0.8263665594855305,0.8641975308641975,0.6170212765957447,0.6082138200782269,0.8198529411764706,0.8071895424836601,0.7636363636363637,0.8204081632653061,0.8905472636815921,0.96,0.5903614457831325,0.8888888888888888,0.7744,0.6851999999999999,0.8642,0.7908,0.639,0.2039,0.6829999999999999,qwen1.5-chat
127,qwen1.5-7b,qwen1.5,False,2024-02-18,7.0,4.0,168.0,0.27,0.46,0.04,0.3,0.41,0.29,0.776,0.5882352941176471,0.608,0.6,0.52,0.332,0.732,0.388,0.348,0.528,0.604,0.604,0.332,0.4178082191780822,0.352,0.372,0.328,0.5337078651685393,0.556,0.308,0.164,0.112,0.356,0.484,0.2626262626262626,0.2838827838827839,0.3325892857142857,0.0618892508143322,0.048780487804878,0.0075757575757575,0.0321428571428571,0.0064935064935064,0.1036269430051813,0.0222222222222222,0.528,0.375,0.328,0.7523613984226699,,,0.4,0.5037037037037037,0.6578947368421053,0.68,0.6792452830188679,0.6527777777777778,0.47,0.54,0.38,0.6184971098265896,0.4117647058823529,0.76,0.5702127659574469,0.4035087719298245,0.593103448275862,0.4973544973544973,0.4047619047619047,0.43,0.7387096774193549,0.5467980295566502,0.72,0.7333333333333333,0.8080808080808081,0.8341968911917098,0.6,0.3555555555555555,0.634453781512605,0.3708609271523179,0.8073394495412844,0.4953703703703703,0.803921568627451,0.7721518987341772,0.6278026905829597,0.7099236641221374,0.768595041322314,0.7592592592592593,0.6932515337423313,0.4107142857142857,0.7864077669902912,0.8675213675213675,0.69,0.7650063856960408,0.6820809248554913,0.3173184357541899,0.7124183006535948,0.6591639871382636,0.7037037037037037,0.4432624113475177,0.453715775749674,0.5588235294117647,0.6045751633986928,0.6272727272727273,0.6775510204081633,0.8109452736318408,0.83,0.5180722891566265,0.7719298245614035,0.6197002168140558,0.5418088737201365,0.7851025692093209,0.712707182320442,0.5108227702127015,0.535253980288097,0.3475609756097561,qwen1.5
128,qwen1.5-7b-chat,qwen1.5,True,2024-02-12,7.0,4.0,168.0,0.44,0.45,0.0,0.3,0.38,0.3,0.628,0.5294117647058824,0.488,0.464,0.468,0.288,0.824,0.408,0.416,0.58,0.556,0.42,0.324,0.4383561643835616,0.372,0.408,0.444,0.6123595505617978,0.508,0.524,0.156,0.116,0.364,0.488,0.2626262626262626,0.3058608058608059,0.3169642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.26171875,0.364,,,,0.43,0.4888888888888889,0.6907894736842105,0.67,0.6943396226415094,0.7083333333333334,0.48,0.57,0.32,0.6184971098265896,0.4313725490196078,0.73,0.5446808510638298,0.4473684210526316,0.6413793103448275,0.4841269841269841,0.5079365079365079,0.35,0.7419354838709677,0.5665024630541872,0.7,0.7515151515151515,0.7929292929292929,0.8031088082901554,0.6025641025641025,0.3074074074074074,0.6470588235294118,0.3443708609271523,0.8110091743119267,0.4675925925925926,0.7941176470588235,0.7721518987341772,0.6457399103139013,0.7022900763358778,0.7603305785123967,0.7870370370370371,0.6380368098159509,0.3839285714285714,0.7378640776699029,0.8675213675213675,0.67,0.7675606641123882,0.6705202312138728,0.3832402234636871,0.7091503267973857,0.7170418006430869,0.654320987654321,0.3936170212765957,0.4615384615384615,0.5882352941176471,0.5816993464052288,0.6090909090909091,0.6816326530612244,0.7711442786069652,0.84,0.4759036144578313,0.7602339181286549,0.617,0.5589,0.7856000000000001,0.6779999999999999,0.5365,0.1319,,qwen1.5-chat
129,qwen2-0.5b,qwen2,False,2024-05-30,0.5,12.0,36.0,0.19,0.33,0.03,0.26,0.38,0.17,0.524,0.5454545454545454,0.312,0.5,0.468,0.06,0.828,0.224,0.144,0.352,0.316,0.42,0.248,0.2397260273972602,0.156,0.06,0.236,0.3707865168539326,0.476,0.188,0.172,0.156,0.324,0.488,0.2424242424242424,0.2509157509157509,0.2678571428571428,0.0325732899022801,0.024390243902439,0.0378787878787878,0.0107142857142857,0.0194805194805194,0.0207253886010362,0.0444444444444444,0.528,0.265625,0.332,,,,0.34,0.4296296296296296,0.4144736842105263,0.43,0.5018867924528302,0.3958333333333333,0.28,0.37,0.31,0.4797687861271676,0.2450980392156862,0.5,0.3702127659574468,0.3245614035087719,0.4758620689655172,0.3518518518518518,0.3333333333333333,0.36,0.4870967741935484,0.4236453201970443,0.47,0.5757575757575758,0.5050505050505051,0.5595854922279793,0.4589743589743589,0.337037037037037,0.4747899159663865,0.2781456953642384,0.5651376146788991,0.3888888888888889,0.5392156862745098,0.5907172995780591,0.4304932735426009,0.4809160305343511,0.6859504132231405,0.5925925925925926,0.4785276073619632,0.2589285714285714,0.6310679611650486,0.6837606837606838,0.43,0.5210727969348659,0.5115606936416185,0.2558659217877095,0.5163398692810458,0.5048231511254019,0.4382716049382716,0.3723404255319149,0.3624511082138201,0.4485294117647059,0.4133986928104575,0.5,0.5428571428571428,0.6119402985074627,0.65,0.3734939759036144,0.4853801169590643,0.4517,0.3191,0.4874,0.5579999999999999,0.39770000000000005,0.35710000000000003,,qwen2
130,qwen2-0.5b-instruct,qwen2,True,2024-06-17,0.5,12.0,36.0,0.22,0.32,0.02,0.25,0.34,0.15,0.472,0.4866310160427807,0.24,0.328,0.452,0.252,0.628,0.232,0.132,0.344,0.412,0.568,0.24,0.2054794520547945,0.164,0.072,0.196,0.3539325842696629,0.524,0.176,0.2,0.136,0.312,0.488,0.2676767676767677,0.2326007326007326,0.2544642857142857,0.019543973941368,0.008130081300813,0.0,0.0107142857142857,0.0324675324675324,0.0362694300518134,0.0,0.492,0.2578125,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qwen2-instruct
131,qwen2-1.5b,qwen2,False,2024-05-30,1.5,7.0,63.0,0.21,0.36,0.06,0.26,0.37,0.26,0.632,0.5080213903743316,0.436,0.332,0.48,0.2,0.78,0.26,0.176,0.36,0.584,0.476,0.332,0.3013698630136986,0.176,0.14,0.264,0.4101123595505618,0.576,0.032,0.18,0.092,0.316,0.536,0.2272727272727272,0.2912087912087912,0.2477678571428571,0.1237785016286645,0.016260162601626,0.0075757575757575,0.0178571428571428,0.0324675324675324,0.1295336787564766,0.0518518518518518,0.508,0.2734375,0.316,,,,0.34,0.4888888888888889,0.5526315789473685,0.67,0.6,0.5625,0.38,0.51,0.32,0.4913294797687861,0.4019607843137255,0.66,0.502127659574468,0.3859649122807017,0.5793103448275863,0.4232804232804232,0.3888888888888889,0.36,0.6419354838709678,0.4926108374384236,0.56,0.7090909090909091,0.7373737373737373,0.7875647668393783,0.5846153846153846,0.3592592592592593,0.6218487394957983,0.3576158940397351,0.7522935779816514,0.4444444444444444,0.6470588235294118,0.7046413502109705,0.6188340807174888,0.6717557251908397,0.743801652892562,0.6944444444444444,0.6871165644171779,0.4196428571428571,0.8349514563106796,0.8034188034188035,0.62,0.7203065134099617,0.6271676300578035,0.2972067039106145,0.6928104575163399,0.6430868167202572,0.5895061728395061,0.4361702127659574,0.4282920469361147,0.5036764705882353,0.553921568627451,0.6,0.6816326530612244,0.7562189054726368,0.79,0.463855421686747,0.7426900584795322,0.5726,0.4428,0.6667000000000001,0.6487999999999999,0.4592,0.5579999999999999,,qwen2
